#IOC,family,country,reference
"198.105.125.32","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"199.127.226.243","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"199.201.121.144","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"31.220.43.237","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"46.19.141.188","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"46.19.143.233","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"46.28.202.130","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"46.28.202.93","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"5.1.88.170","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"5.196.140.50","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"5.199.171.40","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"5.199.171.61","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"87.117.255.177","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"87.121.52.170","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"93.174.88.198","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"95.183.49.134","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"95.215.44.251","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"adobereaderupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"airlineadverts.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamai-host-network.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamai-hosting-network.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamaicachecdn.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamaicloud.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamaicss.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamaihostcdn.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"akamaiwebcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"appleimagecache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"burst-media.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cachecontent.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cdn-logichosting.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cdnimagescache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"chromeupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cloudburstcdn.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cloudburstercdn.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cloudimagecdn.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"cloudimagehosters.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"contenthosts.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"contenthosts.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"dnsclienthelper.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"dnsclientresolver.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"domainimagehost.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"dotnetupdatechecker.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"dotnetupdates.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"dropboxsyncservice.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"edgecacheimagehosting.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"flashplayersupdates.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"flashplayerupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"iesafebrowsingcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"iesaferbrowsingcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"javaupdatecache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"javaupdatersvc.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"javaupdatescache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"javaupdatesvc.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"limelightimagecache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"livewebcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"media-providers.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mediacachecdn.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mediacachecdn.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mediacloudsolution.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mediacloudsolutions.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mediaimagecache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mediaproviders.net","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"ministrynewschannel.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"ministrynewsinfo.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"msofficesso.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"msofficeupdates.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"mswindowsupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"netassistcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"netcloudcdn.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"optimizercache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"oraclejavaupdate.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"oraclejavaupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"printspoolerservices.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"safeadvertimgs.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"webanalyticstats.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"wincertificateupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"winconnectors.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windefenderupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowsconnector.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowsdefenderupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowsearchcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowspatchmanager.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowssearchcache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowsupdatecache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"windowsupdatescache.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"amnkeysvc.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"amnkeysvcs.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"scheduledupdater.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"yeastarr.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"velocityfiles.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"call4uaefreedom.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"uaefreedom.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"a7rarelemarat.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"al7ruae2014.com","Stealth falcon","UAE","https://citizenlab.org/2016/05/stealth-falcon/"
"alljazeera.co","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"bbc-africa.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"cnn-africa.co","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"unonoticias.net","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"univision.click","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"track-your-fedex-package.org","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"mz-vodacom.info","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"iusacell-movil.com.mx","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"sabafon.info","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"newtarrifs.net","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"y0utube.com.mx","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"fb-accounts.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"googleplay-store.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"whatsapp-app.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"accounts.mx","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"adjust-local-settings.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"emiratesfoundation.net","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"topcontactco.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"icrcworld.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"redcrossworld.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"checkinonlinehere.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"turkishairines.info","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"bulbazaur.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"pickuchu.com","NSO/Pegasus","UAE","https://citizenlab.org/2016/08/million-dollar-dissident-iphone-zero-day-nso-group-uae/"
"apache-utility.com","ExtremeDownloader","Iran","https://iranthreats.github.io/resources/human-rights-impersonation-malware/"
"microsoft-hotfix.com","ExtremeDownloader","Iran","https://iranthreats.github.io/resources/human-rights-impersonation-malware/"
"5.152.202.53","Moreoriz","Iran","https://iranthreats.github.io/resources/human-rights-impersonation-malware/"
"update-finder.com","Strealer","Iran","https://iranthreats.github.io/resources/human-rights-impersonation-malware/"
"bestupdateserver.com","Infy","Iran","https://iranthreats.github.io/us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper.pdf"
"updateserver1.com","Infy","Iran","https://iranthreats.github.io/us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper.pdf"
"updateserver3.com","Infy","Iran","https://iranthreats.github.io/us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper.pdf"
"updatebox4.com","Infy","Iran","https://iranthreats.github.io/us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper.pdf"
"nvidia­update.com","Ghambar","Iran","https://iranthreats.github.io/us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper.pdf"
"uploader.sytes.net","Rocket Kitten","Iran","https://iranthreats.github.io/us-16-Guarnieri-Anderson-Iran-And-The-Soft-War-For-Internet-Dominance-paper.pdf"
